Gene Name,Gene Symbol
NZ_CP053601.1:796786-797712,rlmF
NZ_CP053601.1:797709-799934,ybiO
NZ_CP053601.1:800195-800917,glnQ
NZ_CP053601.1:800914-801573,glnP
NZ_CP053601.1:801712-802458,glnH
NZ_CP053601.1:802862-803365,dps
NZ_CP053601.1:803664-804551,rhtA
NZ_CP053601.1:804904-805419,ompX
NZ_CP053601.1:805468-807051,opgE
NZ_CP053601.1:807637-808104,mntR
NZ_CP053601.1:808101-809219,ybiR
NZ_CP053601.1:809278-810198,ldtB
NZ_CP053601.1:810417-812009,ybiT
NZ_CP053601.1:812177-813442,ybiU
NZ_CP053601.1:813594-814409,ybiV
NZ_CP053601.1:814555-816987,ybiW
NZ_CP053601.1:816993-817892,ybiY
NZ_CP053601.1:818761-819510,moeB
NZ_CP053601.1:819510-820745,moeA
NZ_CP053601.1:820949-821914,iaaA
NZ_CP053601.1:821901-823772,gsiA
NZ_CP053601.1:823792-825330,gsiB
NZ_CP053601.1:825348-826268,gsiC
NZ_CP053601.1:826271-827182,gsiD
NZ_CP053601.1:827360-829708,pdeI
NZ_CP053601.1:829716-831044,dgcI
NZ_CP053601.1:831091-832416,rimO
NZ_CP053601.1:832629-833012,bssR
NZ_CP053601.1:833123-834238,yliI
NZ_CP053601.1:834235-834861,gstB
NZ_CP053601.1:835108-836310,dacC
NZ_CP053601.1:836357-837115,deoR
NZ_CP053601.1:838054-839286,mdfA
NZ_CP053601.1:839697-840512,ybjI
NZ_CP053601.1:840512-841720,ybjJ
NZ_CP053601.1:841804-842340,rcdA
NZ_CP053601.1:842520-842852,Unknown
NZ_CP053601.1:842961-843977,Unknown
NZ_CP053601.1:845066-845287,Unknown
NZ_CP053601.1:845650-846765,Unknown
NZ_CP053601.1:847117-847350,Unknown
NZ_CP053601.1:847543-847878,Unknown
NZ_CP053601.1:848351-849274,Unknown
NZ_CP053601.1:849494-850399,Unknown
NZ_CP053601.1:850417-851442,Unknown
NZ_CP053601.1:851442-853208,Unknown
NZ_CP053601.1:853351-854103,Unknown
NZ_CP053601.1:854240-854668,lysB
NZ_CP053601.1:854764-855195,Unknown
NZ_CP053601.1:856486-857064,Unknown
NZ_CP053601.1:857407-858315,Unknown
NZ_CP053601.1:858308-858913,Unknown
NZ_CP053601.1:858910-860532,Unknown
NZ_CP053601.1:860534-860971,Unknown
NZ_CP053601.1:860943-861545,tfaE
NZ_CP053601.1:861545-862087,Unknown
NZ_CP053601.1:862115-862354,Unknown
NZ_CP053601.1:862354-862755,Unknown
NZ_CP053601.1:863300-864985,ybjL
NZ_CP053601.1:865255-865632,ybjM
NZ_CP053601.1:865662-865919,grxA
NZ_CP053601.1:866350-867072,nfsA
NZ_CP053601.1:867133-868035,rimK
NZ_CP053601.1:868123-868599,ybjN
NZ_CP053601.1:868950-870062,potF
NZ_CP053601.1:870157-871290,potG
NZ_CP053601.1:871300-872253,potH
NZ_CP053601.1:872250-873095,potI
NZ_CP053601.1:873155-873643,ybjO
NZ_CP053601.1:873684-874811,rlmC
NZ_CP053601.1:875010-875741,artJ
NZ_CP053601.1:876032-876700,artM
NZ_CP053601.1:876700-877416,artQ
NZ_CP053601.1:877423-878154,artI
NZ_CP053601.1:878172-878900,artP
NZ_CP053601.1:879118-879633,ybjP
NZ_CP053601.1:879759-880082,ybjQ
NZ_CP053601.1:880079-880909,amiD
NZ_CP053601.1:880906-881919,ybjS
NZ_CP053601.1:882018-883448,ybjT
NZ_CP053601.1:883459-884460,ltaE
NZ_CP053601.1:884497-886215,poxB
NZ_CP053601.1:887328-888980,hcp
NZ_CP053601.1:889124-890023,lysO
NZ_CP053601.1:890518-891213,aqpZ
NZ_CP053601.1:891638-893296,ybjD
NZ_CP053601.1:893293-894249,ybjX
NZ_CP053601.1:894400-895515,macA
NZ_CP053601.1:895512-897458,macB
NZ_CP053601.1:898078-898398,clpS
NZ_CP053601.1:898429-900705,clpA
NZ_CP053601.1:901048-901183,Unknown
NZ_CP053601.1:902246-902950,aat
NZ_CP053601.1:902992-904713,cydC
NZ_CP053601.1:904714-906480,cydD
NZ_CP053601.1:906603-907568,trxB
NZ_CP053601.1:908113-908607,lrp
NZ_CP053601.1:908742-912770,ftsK
NZ_CP053601.1:913547-914890,rarA
NZ_CP053601.1:914981-916273,serS
NZ_CP053601.1:916512-918956,dmsA
NZ_CP053601.1:918967-919584,dmsB
NZ_CP053601.1:919586-920449,dmsC
NZ_CP053601.1:920484-921110,ycaC
NZ_CP053601.1:921424-922572,ycaD
NZ_CP053601.1:922782-924212,ycaM
NZ_CP053601.1:924213-925121,ycaN
NZ_CP053601.1:925221-925811,ycaK
NZ_CP053601.1:925893-926633,pflA
NZ_CP053601.1:926825-929107,pflB
NZ_CP053601.1:929162-930019,focA
NZ_CP053601.1:930424-932184,ycaO
NZ_CP053601.1:932314-933006,ycaP
NZ_CP053601.1:933205-934293,serC
NZ_CP053601.1:934364-935647,aroA
NZ_CP053601.1:935816-936580,ycaL
NZ_CP053601.1:936753-937436,cmk
NZ_CP053601.1:937547-939220,rpsA
NZ_CP053601.1:939872-942136,ycaI
NZ_CP053601.1:942173-943921,msbA
NZ_CP053601.1:943918-944904,lpxK
NZ_CP053601.1:944941-946173,ycaQ
NZ_CP053601.1:946404-947150,kdsB
NZ_CP053601.1:947304-948197,ycbJ
NZ_CP053601.1:948174-948953,elyC
NZ_CP053601.1:949089-949874,cmoM
NZ_CP053601.1:949871-951193,mukF
NZ_CP053601.1:951878-956338,mukB
NZ_CP053601.1:956599-958446,ldtD
NZ_CP053601.1:958627-959175,mepK
NZ_CP053601.1:959202-959849,gloC
NZ_CP053601.1:960071-961261,aspC
NZ_CP053601.1:961446-962534,ompF
NZ_CP053601.1:963136-964536,asnS
NZ_CP053601.1:964705-965907,pncB
NZ_CP053601.1:966173-968785,pepN
NZ_CP053601.1:968828-969595,ssuB
NZ_CP053601.1:970394-971539,ssuD
NZ_CP053601.1:971536-972495,ssuA
NZ_CP053601.1:972488-973063,ssuE
NZ_CP053601.1:973419-973958,elfA
NZ_CP053601.1:974041-974742,elfD
NZ_CP053601.1:974767-977367,elfC
NZ_CP053601.1:977358-978428,elfG
NZ_CP053601.1:978440-978982,ycbU
NZ_CP053601.1:979471-980208,ycbF
NZ_CP053601.1:980319-981329,pyrD
NZ_CP053601.1:981503-982045,zapC
NZ_CP053601.1:982042-983151,ycbX
NZ_CP053601.1:983395-985503,rlmKL
NZ_CP053601.1:985515-987422,uup
NZ_CP053601.1:987552-988805,pqiA
NZ_CP053601.1:988810-990450,pqiB
NZ_CP053601.1:991503-992021,fabA
NZ_CP053601.1:992090-993850,ycbZ
NZ_CP053601.1:994036-994488,matP
NZ_CP053601.1:995961-996470,sulA
NZ_CP053601.1:996689-997318,sxy
NZ_CP053601.1:997281-999443,yccS
NZ_CP053601.1:1000022-1002076,helD
NZ_CP053601.1:1002108-1002566,mgsA
NZ_CP053601.1:1002662-1003324,yccT
NZ_CP053601.1:1003497-1003910,yccU
NZ_CP053601.1:1004330-1005520,rlmI
NZ_CP053601.1:1005890-1006219,tusE
NZ_CP053601.1:1006310-1006969,yccA
NZ_CP053601.1:1007690-1008808,hyaA
NZ_CP053601.1:1008805-1010598,hyaB
NZ_CP053601.1:1010617-1011324,hyaC
NZ_CP053601.1:1011321-1011908,hyaD
NZ_CP053601.1:1011905-1012303,hyaE
NZ_CP053601.1:1012300-1013157,hyaF
NZ_CP053601.1:1013291-1014835,appC
NZ_CP053601.1:1014847-1015983,appB
NZ_CP053601.1:1016168-1017466,appA
NZ_CP053601.1:1017581-1019761,etk
NZ_CP053601.1:1019781-1020227,etp
NZ_CP053601.1:1020215-1021354,gfcE
NZ_CP053601.1:1021400-1023496,gfcD
NZ_CP053601.1:1023496-1024242,gfcC
NZ_CP053601.1:1025714-1025926,cspH
NZ_CP053601.1:1026212-1026424,cspG
NZ_CP053601.1:1026598-1026828,ymcE
NZ_CP053601.1:1026818-1026991,gnsA
NZ_CP053601.1:1027039-1028112,yccM
NZ_CP053601.1:1028184-1030928,torS
NZ_CP053601.1:1031011-1032039,torT
NZ_CP053601.1:1032012-1032704,torR
NZ_CP053601.1:1032834-1034006,torC
NZ_CP053601.1:1034006-1036552,torA
NZ_CP053601.1:1036549-1037148,torD
NZ_CP053601.1:1037605-1038525,cbpA
NZ_CP053601.1:1038786-1040045,yccE
NZ_CP053601.1:1040328-1041569,agp
NZ_CP053601.1:1041607-1041834,yccJ
NZ_CP053601.1:1042824-1042997,ymdF
NZ_CP053601.1:1043255-1044583,rutG
NZ_CP053601.1:1044604-1045098,rutF
NZ_CP053601.1:1045109-1045699,rutE
NZ_CP053601.1:1045709-1046509,rutD
NZ_CP053601.1:1046517-1046903,rutC
NZ_CP053601.1:1046915-1047607,rutB
NZ_CP053601.1:1047607-1048698,rutA
NZ_CP053601.1:1048986-1049624,rutR
NZ_CP053601.1:1049664-1053626,putA
NZ_CP053601.1:1054049-1055557,putP
NZ_CP053601.1:1056100-1056930,efeU
NZ_CP053601.1:1056988-1058115,efeO
NZ_CP053601.1:1058121-1059392,efeB
NZ_CP053601.1:1060013-1060801,phoH
NZ_CP053601.1:1060851-1061264,pgaD
NZ_CP053601.1:1061266-1062591,pgaC
NZ_CP053601.1:1062584-1064602,pgaB
NZ_CP053601.1:1064611-1067034,pgaA
NZ_CP053601.1:1067621-1068979,dgcT
NZ_CP053601.1:1069020-1070182,Unknown
NZ_CP053601.1:1070915-1071853,ghrA
NZ_CP053601.1:1071908-1072645,ycdX
NZ_CP053601.1:1072669-1073223,ycdY
NZ_CP053601.1:1073880-1074713,csgG
NZ_CP053601.1:1074740-1075156,csgF
NZ_CP053601.1:1075575-1076225,csgD
NZ_CP053601.1:1076980-1077435,csgB
NZ_CP053601.1:1077990-1078322,csgC
NZ_CP053601.1:1078443-1078754,ymdA
NZ_CP053601.1:1078849-1079382,ymdB
NZ_CP053601.1:1079324-1080805,clsC
NZ_CP053601.1:1080813-1081970,mdoC
NZ_CP053601.1:1082364-1083899,mdoG
NZ_CP053601.1:1083892-1086435,mdoH
NZ_CP053601.1:1087293-1088519,mdtG
NZ_CP053601.1:1088691-1089611,lpxL
NZ_CP053601.1:1089836-1090888,trhO
NZ_CP053601.1:1090930-1091505,yceI
NZ_CP053601.1:1092336-1092449,Unknown
NZ_CP053601.1:1092497-1093615,solA
NZ_CP053601.1:1094274-1094519,dinI
NZ_CP053601.1:1094593-1095639,pyrC
NZ_CP053601.1:1095745-1096305,yceB
NZ_CP053601.1:1097150-1098358,mdtH
NZ_CP053601.1:1098594-1099178,rimJ
NZ_CP053601.1:1099189-1099836,yceH
NZ_CP053601.1:1100871-1102406,murJ
NZ_CP053601.1:1102446-1102862,flgN
NZ_CP053601.1:1102867-1103160,flgM
NZ_CP053601.1:1103236-1103895,flgA
NZ_CP053601.1:1104886-1105581,flgD
NZ_CP053601.1:1105606-1106811,flgE
NZ_CP053601.1:1107758-1108540,flgG
NZ_CP053601.1:1109303-1110400,flgI
NZ_CP053601.1:1110400-1111341,flgJ
NZ_CP053601.1:1111407-1113050,flgK
NZ_CP053601.1:1113062-1114015,flgL
NZ_CP053601.1:1114211-1117396,rne
NZ_CP053601.1:1117969-1118928,rluC
NZ_CP053601.1:1119823-1120344,yceD
NZ_CP053601.1:1120650-1121720,plsX
NZ_CP053601.1:1121788-1122741,fabH
NZ_CP053601.1:1122757-1123686,fabD
NZ_CP053601.1:1123699-1124433,fabG
NZ_CP053601.1:1124644-1124880,acpP
NZ_CP053601.1:1124968-1126209,fabF
NZ_CP053601.1:1126329-1127138,pabC
NZ_CP053601.1:1127141-1128163,yceG
NZ_CP053601.1:1128153-1128794,tmk
NZ_CP053601.1:1128791-1129795,holB
NZ_CP053601.1:1129806-1130603,ycfH
NZ_CP053601.1:1130898-1132331,ptsG
NZ_CP053601.1:1132391-1134580,fhuE
NZ_CP053601.1:1134914-1135273,hinT
NZ_CP053601.1:1135276-1135653,ycfL
NZ_CP053601.1:1135667-1136308,lpoB
NZ_CP053601.1:1136289-1137113,thiK
NZ_CP053601.1:1137124-1138149,nagZ
NZ_CP053601.1:1138172-1138714,ycfP
NZ_CP053601.1:1139122-1140426,ndh
NZ_CP053601.1:1140653-1141192,ycfJ
NZ_CP053601.1:1141254-1141886,comR
NZ_CP053601.1:1142127-1142384,bhsA
NZ_CP053601.1:1142467-1143429,ldtC
NZ_CP053601.1:1143573-1147019,mfd
NZ_CP053601.1:1147147-1148220,ycfT
NZ_CP053601.1:1148482-1149681,lolC
NZ_CP053601.1:1149674-1150375,lolD
NZ_CP053601.1:1150375-1151619,lolE
NZ_CP053601.1:1152130-1152827,Unknown
NZ_CP053601.1:1153352-1154191,cobB
NZ_CP053601.1:1154310-1155098,ycfZ
NZ_CP053601.1:1155095-1155555,ymfA
NZ_CP053601.1:1155613-1156659,potD
NZ_CP053601.1:1156656-1157450,potC
NZ_CP053601.1:1157447-1158304,potB
NZ_CP053601.1:1158288-1159424,potA
NZ_CP053601.1:1159674-1160900,pepT
NZ_CP053601.1:1160949-1162070,roxA
NZ_CP053601.1:1162146-1163606,phoQ
NZ_CP053601.1:1163606-1164277,phoP
NZ_CP053601.1:1164445-1165815,purB
NZ_CP053601.1:1166496-1167602,mnmA
NZ_CP053601.1:1168952-1170202,icd
NZ_CP053601.1:1171949-1172680,bluR
NZ_CP053601.1:1172885-1174096,bluF
NZ_CP053601.1:1174410-1174646,ycgZ
NZ_CP053601.1:1175369-1175617,ymgC
NZ_CP053601.1:1175949-1177472,pdeG
NZ_CP053601.1:1178222-1180869,ycgH
NZ_CP053601.1:1181265-1181609,ymgG
NZ_CP053601.1:1181611-1181784,ymgI
NZ_CP053601.1:1181885-1182070,ymgJ
NZ_CP053601.1:1182900-1183166,minE
NZ_CP053601.1:1183170-1183982,minD
NZ_CP053601.1:1184006-1184701,minC
NZ_CP053601.1:1185221-1185589,ycgJ
NZ_CP053601.1:1186335-1186628,Unknown
NZ_CP053601.1:1186700-1187359,ycgM
NZ_CP053601.1:1188104-1189004,hlyE
NZ_CP053601.1:1189377-1189796,umuD
NZ_CP053601.1:1189796-1191064,umuC
NZ_CP053601.1:1191786-1193327,nhaB
NZ_CP053601.1:1193548-1194267,fadR
NZ_CP053601.1:1194319-1195851,ycgB
NZ_CP053601.1:1196181-1197479,dadA
NZ_CP053601.1:1197489-1198559,dadX
NZ_CP053601.1:1198945-1200681,cvrA
NZ_CP053601.1:1200776-1201690,ldcA
NZ_CP053601.1:1201790-1202401,emtA
NZ_CP053601.1:1202403-1203137,ycgR
NZ_CP053601.1:1203770-1204210,ycgY
NZ_CP053601.1:1204289-1205986,treA
NZ_CP053601.1:1206306-1207724,dhaM
NZ_CP053601.1:1207735-1208367,dhaL
NZ_CP053601.1:1208378-1209448,dhaK
NZ_CP053601.1:1209676-1211595,dhaR
NZ_CP053601.1:1211695-1214562,ycgV
NZ_CP053601.1:1215331-1216422,ychF
NZ_CP053601.1:1217401-1217679,ychH
NZ_CP053601.1:1217734-1219413,dauA
NZ_CP053601.1:1219538-1220485,prs
NZ_CP053601.1:1220636-1221487,ispE
NZ_CP053601.1:1221487-1222110,lolB
NZ_CP053601.1:1222324-1223580,hemA
NZ_CP053601.1:1223622-1224704,prfA
NZ_CP053601.1:1224704-1225537,prmC
NZ_CP053601.1:1225930-1226739,sirB1
NZ_CP053601.1:1229358-1230458,chaA
NZ_CP053601.1:1230728-1230958,chaB
NZ_CP053601.1:1231116-1231811,chaC
NZ_CP053601.1:1232394-1233788,ychO
NZ_CP053601.1:1233789-1234439,narL
NZ_CP053601.1:1234432-1236228,narX
NZ_CP053601.1:1236567-1237958,narK
NZ_CP053601.1:1238474-1242217,narG
NZ_CP053601.1:1242214-1243752,narH
NZ_CP053601.1:1243749-1244459,narJ
NZ_CP053601.1:1244459-1245136,narI
NZ_CP053601.1:1245320-1245451,Unknown
NZ_CP053601.1:1246036-1246878,purU
NZ_CP053601.1:1246928-1247386,ychJ
NZ_CP053601.1:1247499-1248404,rssA
NZ_CP053601.1:1248496-1249509,rssB
NZ_CP053601.1:1249711-1250619,galU
NZ_CP053601.1:1251780-1252397,tdk
NZ_CP053601.1:1252699-1255374,adhE
NZ_CP053601.1:1255767-1255820,ychE
NZ_CP053601.1:1255851-1256498,ychE
NZ_CP053601.1:1257236-1258867,oppA
NZ_CP053601.1:1258953-1259873,oppB
NZ_CP053601.1:1259888-1260796,oppC
NZ_CP053601.1:1260808-1261821,oppD
NZ_CP053601.1:1261818-1262822,oppF
NZ_CP053601.1:1262875-1263204,yciU
NZ_CP053601.1:1263239-1264699,cls
NZ_CP053601.1:1265070-1266323,kch
NZ_CP053601.1:1267143-1267862,tonB
NZ_CP053601.1:1267902-1268300,yciA
NZ_CP053601.1:1268974-1269717,yciC
NZ_CP053601.1:1270074-1270712,ompW
NZ_CP053601.1:1270772-1271278,yciE
NZ_CP053601.1:1271910-1272089,yciG
NZ_CP053601.1:1272470-1273276,trpA
NZ_CP053601.1:1273276-1274469,trpB
NZ_CP053601.1:1274481-1275842,trpCF
NZ_CP053601.1:1275843-1277438,trpD
NZ_CP053601.1:1277438-1279000,trpE
NZ_CP053601.1:1279274-1280155,rnm
NZ_CP053601.1:1280152-1280772,yciO
NZ_CP053601.1:1281948-1283471,Unknown
NZ_CP053601.1:1283684-1284559,rluB
NZ_CP053601.1:1284599-1285189,cobO
NZ_CP053601.1:1286164-1287213,sohB
NZ_CP053601.1:1287880-1290477,topA
NZ_CP053601.1:1291980-1292120,ymiA
NZ_CP053601.1:1292404-1292499,ymiC
NZ_CP053601.1:1292663-1295338,acnA
NZ_CP053601.1:1296162-1296926,pgpB
NZ_CP053601.1:1297075-1297383,lapA
NZ_CP053601.1:1297390-1298559,lapB
NZ_CP053601.1:1298752-1299489,pyrF
NZ_CP053601.1:1299489-1299815,yciH
NZ_CP053601.1:1300428-1301177,yciT
NZ_CP053601.1:1301267-1301440,yciZ
NZ_CP053601.1:1301587-1303572,pdeR
NZ_CP053601.1:1303807-1305741,rnb
NZ_CP053601.1:1305809-1306936,yciW
NZ_CP053601.1:1307080-1307868,fabI
NZ_CP053601.1:1308236-1308589,ycjD
NZ_CP053601.1:1308657-1309463,sapF
NZ_CP053601.1:1309465-1310457,sapD
NZ_CP053601.1:1310457-1311347,sapC
NZ_CP053601.1:1311334-1312299,sapB
NZ_CP053601.1:1312296-1313939,sapA
NZ_CP053601.1:1314251-1314496,ymjA
NZ_CP053601.1:1314630-1316015,puuP
NZ_CP053601.1:1316318-1317736,puuA
NZ_CP053601.1:1317948-1318712,puuD
NZ_CP053601.1:1318739-1319296,puuR
NZ_CP053601.1:1319571-1321058,puuC
NZ_CP053601.1:1321060-1322340,puuB
NZ_CP053601.1:1322378-1323643,puuE
NZ_CP053601.1:1323763-1324740,pspF
NZ_CP053601.1:1324907-1325575,pspA
NZ_CP053601.1:1326221-1326442,pspD
NZ_CP053601.1:1326517-1326831,pspE
NZ_CP053601.1:1327044-1328723,ycjM
NZ_CP053601.1:1328737-1330029,ycjN
NZ_CP053601.1:1330050-1330931,ycjO
NZ_CP053601.1:1330918-1331760,ycjP
NZ_CP053601.1:1331791-1332843,ycjQ
NZ_CP053601.1:1332862-1333650,ycjR
NZ_CP053601.1:1333660-1334715,ycjS
NZ_CP053601.1:1334712-1336979,ycjT
NZ_CP053601.1:1336976-1337635,pgmB
NZ_CP053601.1:1337649-1338731,Unknown
NZ_CP053601.1:1338776-1339681,ompG
NZ_CP053601.1:1339792-1340790,ycjW
NZ_CP053601.1:1340946-1342343,ycjX
NZ_CP053601.1:1342340-1343401,ycjF
NZ_CP053601.1:1343549-1345090,tyrR
NZ_CP053601.1:1345134-1345640,tpx
NZ_CP053601.1:1345759-1346724,ycjG
NZ_CP053601.1:1346699-1347427,mpaA
NZ_CP053601.1:1347554-1347691,Unknown
NZ_CP053601.1:1348820-1349719,pgrR
NZ_CP053601.1:1350056-1351669,mppA
NZ_CP053601.1:1351720-1352751,ynaI
NZ_CP053601.1:1353302-1354252,uspE
NZ_CP053601.1:1354404-1355156,fnr
NZ_CP053601.1:1355351-1355866,ogt
NZ_CP053601.1:1357440-1358885,abgB
NZ_CP053601.1:1358885-1360195,abgA
NZ_CP053601.1:1360371-1361279,abgR
NZ_CP053601.1:1361609-1362172,smrA
NZ_CP053601.1:1362193-1363425,dgcM
NZ_CP053601.1:1363680-1364663,zntB
NZ_CP053601.1:1364938-1365111,ynaL
NZ_CP053601.1:1365141-1366514,dbpA
NZ_CP053601.1:1366643-1367578,ttcA
NZ_CP053601.1:1367630-1368865,intR
NZ_CP053601.1:1369614-1370423,recT
NZ_CP053601.1:1370416-1371515,Unknown
NZ_CP053601.1:1372137-1372358,kilR
NZ_CP053601.1:1372800-1373288,sieB
NZ_CP053601.1:1373584-1373796,essD
NZ_CP053601.1:1373801-1374145,Unknown
NZ_CP053601.1:1374489-1375022,rrrQ
NZ_CP053601.1:1375239-1375424,rzoD
NZ_CP053601.1:1375621-1377078,trkG
NZ_CP053601.1:1378584-1378877,Unknown
NZ_CP053601.1:1378897-1379007,Unknown
NZ_CP053601.1:1379105-1379695,pinR
NZ_CP053601.1:1380767-1380940,Unknown
NZ_CP053601.1:1381206-1381640,uspF
NZ_CP053601.1:1381781-1382914,ompN
NZ_CP053601.1:1383281-1386805,nifJ
NZ_CP053601.1:1387079-1387345,ydbJ
NZ_CP053601.1:1387875-1388864,ldhA
NZ_CP053601.1:1389072-1391711,ydbH
NZ_CP053601.1:1391708-1391893,ynbE
NZ_CP053601.1:1391901-1392227,ydbL
NZ_CP053601.1:1392399-1393304,feaR
NZ_CP053601.1:1393540-1395039,feaB
NZ_CP053601.1:1395098-1397050,tynA
NZ_CP053601.1:1397116-1398278,Unknown
NZ_CP053601.1:1398308-1398829,pdxI
NZ_CP053601.1:1398893-1401199,ydbD
NZ_CP053601.1:1401975-1402871,ynbB
NZ_CP053601.1:1402887-1404644,ynbC
NZ_CP053601.1:1404634-1405950,ynbD
NZ_CP053601.1:1406807-1410709,hrpA
NZ_CP053601.1:1410981-1411781,ydcF
NZ_CP053601.1:1411978-1413417,aldA
NZ_CP053601.1:1413459-1414460,gap
NZ_CP053601.1:1415426-1415956,cybB
NZ_CP053601.1:1416400-1416468,yncP
NZ_CP053601.1:1416516-1416653,Unknown
NZ_CP053601.1:1416994-1418634,trg
NZ_CP053601.1:1418672-1419595,ydcI
NZ_CP053601.1:1419812-1421155,ydcJ
NZ_CP053601.1:1421380-1423035,opgD
NZ_CP053601.1:1423175-1423399,ydcH
NZ_CP053601.1:1423993-1424973,ydcK
NZ_CP053601.1:1425097-1426089,tehA
NZ_CP053601.1:1426086-1426679,tehB
NZ_CP053601.1:1426982-1427650,ydcL
NZ_CP053601.1:1427749-1428174,tnpA
NZ_CP053601.1:1428182-1429390,insQ
NZ_CP053601.1:1429430-1430644,ydcO
NZ_CP053601.1:1430697-1431233,sutR
NZ_CP053601.1:1431306-1433267,rlhA
NZ_CP053601.1:1434528-1435934,ydcR
NZ_CP053601.1:1436179-1437324,ydcS
NZ_CP053601.1:1437342-1438355,ydcT
NZ_CP053601.1:1438356-1439297,ydcU
NZ_CP053601.1:1439287-1440081,ydcV
NZ_CP053601.1:1440103-1441527,patD
NZ_CP053601.1:1442407-1442856,ydcZ
NZ_CP053601.1:1442853-1443371,mddA
NZ_CP053601.1:1443552-1444589,curA
NZ_CP053601.1:1445488-1447590,pqqU
NZ_CP053601.1:1447832-1448893,yncE
NZ_CP053601.1:1449008-1450507,ansP
NZ_CP053601.1:1450774-1451391,yncG
NZ_CP053601.1:1452499-1452837,Unknown
NZ_CP053601.1:1452842-1456492,Unknown
NZ_CP053601.1:1457140-1458227,Unknown
NZ_CP053601.1:1458370-1459143,Unknown
NZ_CP053601.1:1459194-1459421,pptA
NZ_CP053601.1:1459425-1459994,yddH
NZ_CP053601.1:1461108-1462001,yddE
NZ_CP053601.1:1462080-1462760,narI
NZ_CP053601.1:1462757-1463452,narW
NZ_CP053601.1:1463452-1464996,narH
NZ_CP053601.1:1464993-1468733,narZ
NZ_CP053601.1:1468815-1470203,narU
NZ_CP053601.1:1470527-1471857,Unknown
NZ_CP053601.1:1471896-1472171,yddL
NZ_CP053601.1:1472430-1473311,yddG
NZ_CP053601.1:1473543-1476590,fdnG
NZ_CP053601.1:1476603-1477487,fdnH
NZ_CP053601.1:1477480-1478133,fdnI
NZ_CP053601.1:1478328-1478612,yddM
NZ_CP053601.1:1478758-1479768,adhP
NZ_CP053601.1:1479902-1481599,maeA
NZ_CP053601.1:1481756-1481893,sra
NZ_CP053601.1:1482555-1482986,osmC
NZ_CP053601.1:1483042-1483968,ddpF
NZ_CP053601.1:1483961-1484947,ddpD
NZ_CP053601.1:1484944-1485840,ddpC
NZ_CP053601.1:1485837-1486859,ddpB
NZ_CP053601.1:1486861-1488411,ddpA
NZ_CP053601.1:1488425-1489006,ddpX
NZ_CP053601.1:1489264-1491663,dosP
NZ_CP053601.1:1491688-1493070,dosC
NZ_CP053601.1:1493447-1494766,digH
NZ_CP053601.1:1494897-1496432,gadC
NZ_CP053601.1:1496588-1497988,gadB
NZ_CP053601.1:1498350-1501133,pqqL
NZ_CP053601.1:1501190-1503562,yddB
NZ_CP053601.1:1503600-1505285,yddA
NZ_CP053601.1:1505576-1506733,ydeM
NZ_CP053601.1:1506785-1508467,ydeN
NZ_CP053601.1:1508869-1509630,ydeO
NZ_CP053601.1:1509705-1509902,safA
NZ_CP053601.1:1510150-1512429,ydeP
NZ_CP053601.1:1512763-1513677,ydeQ
NZ_CP053601.1:1513736-1514239,ydeR
NZ_CP053601.1:1514252-1514782,ydeS
NZ_CP053601.1:1514796-1517446,Unknown
NZ_CP053601.1:1517488-1518198,Unknown
NZ_CP053601.1:1518559-1519041,Unknown
NZ_CP053601.1:1519413-1520735,hipA
NZ_CP053601.1:1520735-1521001,hipB
NZ_CP053601.1:1521224-1522804,Unknown
NZ_CP053601.1:1522800-1523576,Unknown
NZ_CP053601.1:1523588-1524610,lsrB
NZ_CP053601.1:1524637-1525512,lsrF
NZ_CP053601.1:1525883-1526641,tam
NZ_CP053601.1:1526645-1527559,yneE
NZ_CP053601.1:1527766-1529217,uxaB
NZ_CP053601.1:1529444-1530862,Unknown
NZ_CP053601.1:1531360-1532286,glsB
NZ_CP053601.1:1532350-1533738,sad
NZ_CP053601.1:1533839-1534720,yneJ
NZ_CP053601.1:1534798-1535913,yneK
NZ_CP053601.1:1536063-1537253,ydeA
NZ_CP053601.1:1538064-1538348,Unknown
NZ_CP053601.1:1538338-1538658,Unknown
NZ_CP053601.1:1538878-1539312,marR
NZ_CP053601.1:1539332-1539715,marA
NZ_CP053601.1:1539747-1539965,marB
NZ_CP053601.1:1539996-1540895,eamA
NZ_CP053601.1:1541090-1542277,ydeE
NZ_CP053601.1:1542499-1542603,mgtT
NZ_CP053601.1:1542718-1543608,dgcZ
NZ_CP053601.1:1545093-1547138,dcp
NZ_CP053601.1:1547275-1548021,ydfG
NZ_CP053601.1:1548110-1548796,rspR
NZ_CP053601.1:1549212-1550672,ydfI
NZ_CP053601.1:1550761-1552044,ydfJ
NZ_CP053601.1:1552830-1553063,ydfK
NZ_CP053601.1:1553379-1553969,pinQ
NZ_CP053601.1:1554197-1554490,Unknown
NZ_CP053601.1:1554501-1555205,Unknown
NZ_CP053601.1:1555496-1557442,Unknown
NZ_CP053601.1:1557458-1558620,Unknown
NZ_CP053601.1:1558990-1559514,Unknown
NZ_CP053601.1:1559670-1560047,Unknown
NZ_CP053601.1:1560065-1560715,Unknown
NZ_CP053601.1:1561062-1561313,rem
NZ_CP053601.1:1562347-1563312,Unknown
NZ_CP053601.1:1563293-1563814,Unknown
